season_week,season,week,n,actual_elim,rank_bottom2,rank_elim_original,rank_elim_judge_lowest,rank_elim_judge_fan_safe,rank_elim_judge_fan_drama,pct_bottom2,pct_elim_original,pct_elim_judge_lowest,pct_elim_judge_fan_safe,pct_elim_judge_fan_drama,rank_judge_lowest_correct,pct_judge_lowest_correct
4_6,4,6,7,Heather Mills_Jonathan Roberts_4,"['John Ratzenberger_Edyta Sliwinska_4', 'Heather Mills_Jonathan Roberts_4']",John Ratzenberger_Edyta Sliwinska_4,John Ratzenberger_Edyta Sliwinska_4,Heather Mills_Jonathan Roberts_4,John Ratzenberger_Edyta Sliwinska_4,"['John Ratzenberger_Edyta Sliwinska_4', 'Heather Mills_Jonathan Roberts_4']",John Ratzenberger_Edyta Sliwinska_4,John Ratzenberger_Edyta Sliwinska_4,Heather Mills_Jonathan Roberts_4,John Ratzenberger_Edyta Sliwinska_4,0,0
4_7,4,7,6,John Ratzenberger_Edyta Sliwinska_4,"['Billy Ray Cyrus_Karina Smirnoff_4', 'John Ratzenberger_Edyta Sliwinska_4']",Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,John Ratzenberger_Edyta Sliwinska_4,Billy Ray Cyrus_Karina Smirnoff_4,"['Billy Ray Cyrus_Karina Smirnoff_4', 'John Ratzenberger_Edyta Sliwinska_4']",Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,John Ratzenberger_Edyta Sliwinska_4,Billy Ray Cyrus_Karina Smirnoff_4,0,0
4_8,4,8,5,Billy Ray Cyrus_Karina Smirnoff_4,"['Billy Ray Cyrus_Karina Smirnoff_4', 'Ian Ziering_Cheryl Burke_4']",Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,Ian Ziering_Cheryl Burke_4,"['Billy Ray Cyrus_Karina Smirnoff_4', 'Ian Ziering_Cheryl Burke_4']",Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,Billy Ray Cyrus_Karina Smirnoff_4,Ian Ziering_Cheryl Burke_4,1,1
4_9,4,9,4,Ian Ziering_Cheryl Burke_4,"['Ian Ziering_Cheryl Burke_4', 'Laila Ali_Maksim Chmerkoskiy_4']",Ian Ziering_Cheryl Burke_4,Ian Ziering_Cheryl Burke_4,Ian Ziering_Cheryl Burke_4,Laila Ali_Maksim Chmerkoskiy_4,"['Ian Ziering_Cheryl Burke_4', 'Laila Ali_Maksim Chmerkoskiy_4']",Ian Ziering_Cheryl Burke_4,Ian Ziering_Cheryl Burke_4,Ian Ziering_Cheryl Burke_4,Laila Ali_Maksim Chmerkoskiy_4,1,1
5_1,5,1,12,Josie Maran_Alec Mazo_5,"['Josie Maran_Alec Mazo_5', 'Mark Cuban_Kym Johnson_5']",Josie Maran_Alec Mazo_5,Josie Maran_Alec Mazo_5,Josie Maran_Alec Mazo_5,Mark Cuban_Kym Johnson_5,"['Josie Maran_Alec Mazo_5', 'Albert Reed_Anna Trebunskaya_5']",Josie Maran_Alec Mazo_5,Josie Maran_Alec Mazo_5,Josie Maran_Alec Mazo_5,Albert Reed_Anna Trebunskaya_5,1,1
5_2,5,2,11,Albert Reed_Anna Trebunskaya_5,"['Wayne Newton_Cheryl Burke_5', 'Albert Reed_Anna Trebunskaya_5']",Wayne Newton_Cheryl Burke_5,Wayne Newton_Cheryl Burke_5,Albert Reed_Anna Trebunskaya_5,Wayne Newton_Cheryl Burke_5,"['Albert Reed_Anna Trebunskaya_5', 'Wayne Newton_Cheryl Burke_5']",Albert Reed_Anna Trebunskaya_5,Wayne Newton_Cheryl Burke_5,Albert Reed_Anna Trebunskaya_5,Wayne Newton_Cheryl Burke_5,0,0
5_3,5,3,10,Wayne Newton_Cheryl Burke_5,"['Wayne Newton_Cheryl Burke_5', 'Floyd Mayweather Jr. _Karina Smirnoff_5']",Wayne Newton_Cheryl Burke_5,Wayne Newton_Cheryl Burke_5,Wayne Newton_Cheryl Burke_5,Floyd Mayweather Jr. _Karina Smirnoff_5,"['Wayne Newton_Cheryl Burke_5', 'Jane Seymour_Tony Dovolani_5']",Wayne Newton_Cheryl Burke_5,Wayne Newton_Cheryl Burke_5,Wayne Newton_Cheryl Burke_5,Jane Seymour_Tony Dovolani_5,1,1
5_4,5,4,9,Floyd Mayweather Jr. _Karina Smirnoff_5,"['Floyd Mayweather Jr. _Karina Smirnoff_5', 'Mark Cuban_Kym Johnson_5']",Floyd Mayweather Jr. _Karina Smirnoff_5,Mark Cuban_Kym Johnson_5,Floyd Mayweather Jr. _Karina Smirnoff_5,Mark Cuban_Kym Johnson_5,"['Floyd Mayweather Jr. _Karina Smirnoff_5', 'Mark Cuban_Kym Johnson_5']",Floyd Mayweather Jr. _Karina Smirnoff_5,Mark Cuban_Kym Johnson_5,Floyd Mayweather Jr. _Karina Smirnoff_5,Mark Cuban_Kym Johnson_5,0,0
5_5,5,5,8,Mark Cuban_Kym Johnson_5,"['Mark Cuban_Kym Johnson_5', 'Jane Seymour_Tony Dovolani_5']",Mark Cuban_Kym Johnson_5,Mark Cuban_Kym Johnson_5,Mark Cuban_Kym Johnson_5,Jane Seymour_Tony Dovolani_5,"['Mark Cuban_Kym Johnson_5', 'Jane Seymour_Tony Dovolani_5']",Mark Cuban_Kym Johnson_5,Mark Cuban_Kym Johnson_5,Mark Cuban_Kym Johnson_5,Jane Seymour_Tony Dovolani_5,1,1
5_6,5,6,7,Sabrina Bryan_Mark Ballas_5,"['Jane Seymour_Tony Dovolani_5', 'Sabrina Bryan_Mark Ballas_5']",Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Sabrina Bryan_Mark Ballas_5,Jane Seymour_Tony Dovolani_5,"['Jane Seymour_Tony Dovolani_5', 'Sabrina Bryan_Mark Ballas_5']",Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Sabrina Bryan_Mark Ballas_5,Jane Seymour_Tony Dovolani_5,0,0
5_7,5,7,6,Jane Seymour_Tony Dovolani_5,"['Jane Seymour_Tony Dovolani_5', 'Cameron Mathison_Edyta Sliwinska_5']",Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Cameron Mathison_Edyta Sliwinska_5,"['Jane Seymour_Tony Dovolani_5', 'Cameron Mathison_Edyta Sliwinska_5']",Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Jane Seymour_Tony Dovolani_5,Cameron Mathison_Edyta Sliwinska_5,1,1
5_8,5,8,5,Cameron Mathison_Edyta Sliwinska_5,"['Cameron Mathison_Edyta Sliwinska_5', 'Jennie Garth_Derek Hough_5']",Cameron Mathison_Edyta Sliwinska_5,Jennie Garth_Derek Hough_5,Cameron Mathison_Edyta Sliwinska_5,Jennie Garth_Derek Hough_5,"['Cameron Mathison_Edyta Sliwinska_5', 'Jennie Garth_Derek Hough_5']",Cameron Mathison_Edyta Sliwinska_5,Jennie Garth_Derek Hough_5,Cameron Mathison_Edyta Sliwinska_5,Jennie Garth_Derek Hough_5,0,0
5_9,5,9,4,Jennie Garth_Derek Hough_5,"['Jennie Garth_Derek Hough_5', 'Marie Osmond_Jonathan Roberts_5']",Jennie Garth_Derek Hough_5,Marie Osmond_Jonathan Roberts_5,Jennie Garth_Derek Hough_5,Marie Osmond_Jonathan Roberts_5,"['Jennie Garth_Derek Hough_5', 'Marie Osmond_Jonathan Roberts_5']",Jennie Garth_Derek Hough_5,Marie Osmond_Jonathan Roberts_5,Jennie Garth_Derek Hough_5,Marie Osmond_Jonathan Roberts_5,0,0
6_3,6,3,10,Steve Guttenberg_Anna Trebunskaya_6,"['Steve Guttenberg_Anna Trebunskaya_6', 'Adam Carolla_Julianne Hough_6']",Steve Guttenberg_Anna Trebunskaya_6,Steve Guttenberg_Anna Trebunskaya_6,Steve Guttenberg_Anna Trebunskaya_6,Adam Carolla_Julianne Hough_6,"['Steve Guttenberg_Anna Trebunskaya_6', 'Adam Carolla_Julianne Hough_6']",Steve Guttenberg_Anna Trebunskaya_6,Steve Guttenberg_Anna Trebunskaya_6,Steve Guttenberg_Anna Trebunskaya_6,Adam Carolla_Julianne Hough_6,1,1
6_4,6,4,9,Adam Carolla_Julianne Hough_6,"['Adam Carolla_Julianne Hough_6', 'Mario_Karina Smirnoff_6']",Adam Carolla_Julianne Hough_6,Adam Carolla_Julianne Hough_6,Adam Carolla_Julianne Hough_6,Mario_Karina Smirnoff_6,"['Adam Carolla_Julianne Hough_6', 'Priscilla Presley_Louis van Amstel_6']",Adam Carolla_Julianne Hough_6,Adam Carolla_Julianne Hough_6,Adam Carolla_Julianne Hough_6,Priscilla Presley_Louis van Amstel_6,1,1
6_5,6,5,8,Priscilla Presley_Louis van Amstel_6,"['Priscilla Presley_Louis van Amstel_6', 'Marlee Matlin_Fabian Sanchez_6']",Priscilla Presley_Louis van Amstel_6,Priscilla Presley_Louis van Amstel_6,Priscilla Presley_Louis van Amstel_6,Marlee Matlin_Fabian Sanchez_6,"['Priscilla Presley_Louis van Amstel_6', 'Marlee Matlin_Fabian Sanchez_6']",Priscilla Presley_Louis van Amstel_6,Priscilla Presley_Louis van Amstel_6,Priscilla Presley_Louis van Amstel_6,Marlee Matlin_Fabian Sanchez_6,1,1
6_6,6,6,7,Marlee Matlin_Fabian Sanchez_6,"['Marlee Matlin_Fabian Sanchez_6', 'Shannon Elizabeth_Derek Hough_6']",Marlee Matlin_Fabian Sanchez_6,Marlee Matlin_Fabian Sanchez_6,Marlee Matlin_Fabian Sanchez_6,Shannon Elizabeth_Derek Hough_6,"['Marlee Matlin_Fabian Sanchez_6', 'Shannon Elizabeth_Derek Hough_6']",Marlee Matlin_Fabian Sanchez_6,Marlee Matlin_Fabian Sanchez_6,Marlee Matlin_Fabian Sanchez_6,Shannon Elizabeth_Derek Hough_6,1,1
6_7,6,7,6,Shannon Elizabeth_Derek Hough_6,"['Shannon Elizabeth_Derek Hough_6', 'Mario_Karina Smirnoff_6']",Shannon Elizabeth_Derek Hough_6,Shannon Elizabeth_Derek Hough_6,Shannon Elizabeth_Derek Hough_6,Mario_Karina Smirnoff_6,"['Shannon Elizabeth_Derek Hough_6', 'Mario_Karina Smirnoff_6']",Shannon Elizabeth_Derek Hough_6,Shannon Elizabeth_Derek Hough_6,Shannon Elizabeth_Derek Hough_6,Mario_Karina Smirnoff_6,1,1
6_8,6,8,5,Mario_Karina Smirnoff_6,"['Mario_Karina Smirnoff_6', 'Marissa Jaret Winokur_Tony Dovolani_6']",Mario_Karina Smirnoff_6,Marissa Jaret Winokur_Tony Dovolani_6,Mario_Karina Smirnoff_6,Marissa Jaret Winokur_Tony Dovolani_6,"['Mario_Karina Smirnoff_6', 'Cristian de la Fuente_Cheryl Burke_6']",Mario_Karina Smirnoff_6,Mario_Karina Smirnoff_6,Mario_Karina Smirnoff_6,Cristian de la Fuente_Cheryl Burke_6,0,1
6_9,6,9,4,Marissa Jaret Winokur_Tony Dovolani_6,"['Marissa Jaret Winokur_Tony Dovolani_6', 'Cristian de la Fuente_Cheryl Burke_6']",Marissa Jaret Winokur_Tony Dovolani_6,Marissa Jaret Winokur_Tony Dovolani_6,Marissa Jaret Winokur_Tony Dovolani_6,Cristian de la Fuente_Cheryl Burke_6,"['Marissa Jaret Winokur_Tony Dovolani_6', 'Kristi Yamaguchi_Mark Ballas_6']",Marissa Jaret Winokur_Tony Dovolani_6,Marissa Jaret Winokur_Tony Dovolani_6,Marissa Jaret Winokur_Tony Dovolani_6,Kristi Yamaguchi_Mark Ballas_6,1,1
7_2,7,2,11,Kim Kardashian_Mark Ballas_7,"['Cloris Leachman_Corky Ballas_7', 'Kim Kardashian_Mark Ballas_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Kim Kardashian_Mark Ballas_7,"['Cloris Leachman_Corky Ballas_7', 'Rocco DiSpirito_Karina Smirnoff_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Rocco DiSpirito_Karina Smirnoff_7,0,0
7_4,7,4,9,Rocco DiSpirito_Karina Smirnoff_7,"['Rocco DiSpirito_Karina Smirnoff_7', 'Cloris Leachman_Corky Ballas_7']",Rocco DiSpirito_Karina Smirnoff_7,Rocco DiSpirito_Karina Smirnoff_7,Cloris Leachman_Corky Ballas_7,Rocco DiSpirito_Karina Smirnoff_7,"['Rocco DiSpirito_Karina Smirnoff_7', 'Cloris Leachman_Corky Ballas_7']",Rocco DiSpirito_Karina Smirnoff_7,Rocco DiSpirito_Karina Smirnoff_7,Cloris Leachman_Corky Ballas_7,Rocco DiSpirito_Karina Smirnoff_7,1,1
7_5,7,5,8,Toni Braxton_Alec Mazo_7,"['Cloris Leachman_Corky Ballas_7', 'Toni Braxton_Alec Mazo_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Toni Braxton_Alec Mazo_7,"['Cloris Leachman_Corky Ballas_7', 'Toni Braxton_Alec Mazo_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Toni Braxton_Alec Mazo_7,0,0
7_6,7,6,7,Cloris Leachman_Corky Ballas_7,"['Cloris Leachman_Corky Ballas_7', 'Maurice Greene_Cheryl Burke_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Maurice Greene_Cheryl Burke_7,"['Cloris Leachman_Corky Ballas_7', 'Susan Lucci_Tony Dovolani_7']",Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Cloris Leachman_Corky Ballas_7,Susan Lucci_Tony Dovolani_7,1,1
7_7,7,7,6,Susan Lucci_Tony Dovolani_7,"['Susan Lucci_Tony Dovolani_7', 'Cody Linley_Julianne Hough_7']",Susan Lucci_Tony Dovolani_7,Cody Linley_Julianne Hough_7,Susan Lucci_Tony Dovolani_7,Cody Linley_Julianne Hough_7,"['Susan Lucci_Tony Dovolani_7', 'Maurice Greene_Cheryl Burke_7']",Susan Lucci_Tony Dovolani_7,Susan Lucci_Tony Dovolani_7,Susan Lucci_Tony Dovolani_7,Maurice Greene_Cheryl Burke_7,0,1
7_8,7,8,5,Maurice Greene_Cheryl Burke_7,"['Maurice Greene_Cheryl Burke_7', 'Cody Linley_Julianne Hough_7']",Maurice Greene_Cheryl Burke_7,Maurice Greene_Cheryl Burke_7,Maurice Greene_Cheryl Burke_7,Cody Linley_Julianne Hough_7,"['Maurice Greene_Cheryl Burke_7', 'Cody Linley_Julianne Hough_7']",Maurice Greene_Cheryl Burke_7,Maurice Greene_Cheryl Burke_7,Maurice Greene_Cheryl Burke_7,Cody Linley_Julianne Hough_7,1,1
7_9,7,9,4,Cody Linley_Julianne Hough_7,"['Cody Linley_Julianne Hough_7', 'Warren Sapp_Kym Johnson_7']",Cody Linley_Julianne Hough_7,Cody Linley_Julianne Hough_7,Cody Linley_Julianne Hough_7,Warren Sapp_Kym Johnson_7,"['Cody Linley_Julianne Hough_7', 'Warren Sapp_Kym Johnson_7']",Cody Linley_Julianne Hough_7,Cody Linley_Julianne Hough_7,Cody Linley_Julianne Hough_7,Warren Sapp_Kym Johnson_7,1,1
8_10,8,10,4,Ty Murray_Chelsie Hightower_8,"['Ty Murray_Chelsie Hightower_8', 'Gilles Marini_Cheryl Burke_8']",Ty Murray_Chelsie Hightower_8,Ty Murray_Chelsie Hightower_8,Ty Murray_Chelsie Hightower_8,Gilles Marini_Cheryl Burke_8,"['Ty Murray_Chelsie Hightower_8', 'Shawn Johnson_Mark Ballas_8']",Ty Murray_Chelsie Hightower_8,Ty Murray_Chelsie Hightower_8,Ty Murray_Chelsie Hightower_8,Shawn Johnson_Mark Ballas_8,1,1
8_2,8,2,13,Belinda Carlisle_Jonathan Roberts_8,"['Belinda Carlisle_Jonathan Roberts_8', 'Steve Wozniak_Karina Smirnoff_8']",Belinda Carlisle_Jonathan Roberts_8,Steve Wozniak_Karina Smirnoff_8,Belinda Carlisle_Jonathan Roberts_8,Steve Wozniak_Karina Smirnoff_8,"['Belinda Carlisle_Jonathan Roberts_8', 'Denise Richards_Maksim Chmerkoskiy_8']",Belinda Carlisle_Jonathan Roberts_8,Belinda Carlisle_Jonathan Roberts_8,Belinda Carlisle_Jonathan Roberts_8,Denise Richards_Maksim Chmerkoskiy_8,0,1
8_3,8,3,12,Denise Richards_Maksim Chmerkoskiy_8,"['Steve Wozniak_Karina Smirnoff_8', 'Denise Richards_Maksim Chmerkoskiy_8']",Steve Wozniak_Karina Smirnoff_8,Steve Wozniak_Karina Smirnoff_8,Denise Richards_Maksim Chmerkoskiy_8,Steve Wozniak_Karina Smirnoff_8,"['Steve Wozniak_Karina Smirnoff_8', 'Denise Richards_Maksim Chmerkoskiy_8']",Steve Wozniak_Karina Smirnoff_8,Steve Wozniak_Karina Smirnoff_8,Denise Richards_Maksim Chmerkoskiy_8,Steve Wozniak_Karina Smirnoff_8,0,0
8_5,8,5,9,David Alan Grier_Kym Johnson_8,"['Steve-O_Lacey Schwimmer_8', 'David Alan Grier_Kym Johnson_8']",Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,David Alan Grier_Kym Johnson_8,Steve-O_Lacey Schwimmer_8,"['Steve-O_Lacey Schwimmer_8', 'David Alan Grier_Kym Johnson_8']",Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,David Alan Grier_Kym Johnson_8,Steve-O_Lacey Schwimmer_8,0,0
8_6,8,6,8,Steve-O_Lacey Schwimmer_8,"['Steve-O_Lacey Schwimmer_8', 'Chuck Wicks_Julianne Hough_8']",Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,Chuck Wicks_Julianne Hough_8,"['Steve-O_Lacey Schwimmer_8', 'Chuck Wicks_Julianne Hough_8']",Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,Steve-O_Lacey Schwimmer_8,Chuck Wicks_Julianne Hough_8,1,1
8_7,8,7,7,Lawrence Taylor_Edyta Sliwinska_8,"['Lawrence Taylor_Edyta Sliwinska_8', 'Chuck Wicks_Julianne Hough_8']",Lawrence Taylor_Edyta Sliwinska_8,Lawrence Taylor_Edyta Sliwinska_8,Lawrence Taylor_Edyta Sliwinska_8,Chuck Wicks_Julianne Hough_8,"['Lawrence Taylor_Edyta Sliwinska_8', 'Chuck Wicks_Julianne Hough_8']",Lawrence Taylor_Edyta Sliwinska_8,Lawrence Taylor_Edyta Sliwinska_8,Lawrence Taylor_Edyta Sliwinska_8,Chuck Wicks_Julianne Hough_8,1,1
8_8,8,8,6,Chuck Wicks_Julianne Hough_8,"['Chuck Wicks_Julianne Hough_8', 'Melissa Rycroft_Tony Dovolani_8']",Chuck Wicks_Julianne Hough_8,Melissa Rycroft_Tony Dovolani_8,Chuck Wicks_Julianne Hough_8,Melissa Rycroft_Tony Dovolani_8,"['Chuck Wicks_Julianne Hough_8', ""Lil' Kim_Derek Hough_8""]",Chuck Wicks_Julianne Hough_8,Chuck Wicks_Julianne Hough_8,Chuck Wicks_Julianne Hough_8,Lil' Kim_Derek Hough_8,0,1
8_9,8,9,5,Lil' Kim_Derek Hough_8,"[""Lil' Kim_Derek Hough_8"", 'Ty Murray_Chelsie Hightower_8']",Lil' Kim_Derek Hough_8,Ty Murray_Chelsie Hightower_8,Lil' Kim_Derek Hough_8,Ty Murray_Chelsie Hightower_8,"[""Lil' Kim_Derek Hough_8"", 'Melissa Rycroft_Tony Dovolani_8']",Lil' Kim_Derek Hough_8,Lil' Kim_Derek Hough_8,Lil' Kim_Derek Hough_8,Melissa Rycroft_Tony Dovolani_8,0,1
9_2,9,2,14,Kathy Ireland_Tony Dovolani_9,"['Kathy Ireland_Tony Dovolani_9', 'Chuck Liddell_Anna Trebunskaya_9']",Kathy Ireland_Tony Dovolani_9,Kathy Ireland_Tony Dovolani_9,Kathy Ireland_Tony Dovolani_9,Chuck Liddell_Anna Trebunskaya_9,"['Kathy Ireland_Tony Dovolani_9', 'Chuck Liddell_Anna Trebunskaya_9']",Kathy Ireland_Tony Dovolani_9,Kathy Ireland_Tony Dovolani_9,Kathy Ireland_Tony Dovolani_9,Chuck Liddell_Anna Trebunskaya_9,1,1
9_3,9,3,13,Debi Mazar_Maksim Chmerkoskiy_9,"['Debi Mazar_Maksim Chmerkoskiy_9', 'Tom DeLay_Cheryl Burke_9']",Debi Mazar_Maksim Chmerkoskiy_9,Tom DeLay_Cheryl Burke_9,Debi Mazar_Maksim Chmerkoskiy_9,Tom DeLay_Cheryl Burke_9,"['Tom DeLay_Cheryl Burke_9', 'Debi Mazar_Maksim Chmerkoskiy_9']",Tom DeLay_Cheryl Burke_9,Tom DeLay_Cheryl Burke_9,Debi Mazar_Maksim Chmerkoskiy_9,Tom DeLay_Cheryl Burke_9,0,0
9_4,9,4,11,Chuck Liddell_Anna Trebunskaya_9,"['Chuck Liddell_Anna Trebunskaya_9', 'Louie Vito_Chelsie Hightower_9']",Chuck Liddell_Anna Trebunskaya_9,Louie Vito_Chelsie Hightower_9,Chuck Liddell_Anna Trebunskaya_9,Louie Vito_Chelsie Hightower_9,"['Chuck Liddell_Anna Trebunskaya_9', 'Melissa Joan Hart_Mark Ballas_9']",Chuck Liddell_Anna Trebunskaya_9,Chuck Liddell_Anna Trebunskaya_9,Chuck Liddell_Anna Trebunskaya_9,Melissa Joan Hart_Mark Ballas_9,0,1
9_5,9,5,10,Natalie Coughlin_Alec Mazo_9,"['Natalie Coughlin_Alec Mazo_9', 'Louie Vito_Chelsie Hightower_9']",Natalie Coughlin_Alec Mazo_9,Natalie Coughlin_Alec Mazo_9,Natalie Coughlin_Alec Mazo_9,Louie Vito_Chelsie Hightower_9,"['Natalie Coughlin_Alec Mazo_9', 'Louie Vito_Chelsie Hightower_9']",Natalie Coughlin_Alec Mazo_9,Natalie Coughlin_Alec Mazo_9,Natalie Coughlin_Alec Mazo_9,Louie Vito_Chelsie Hightower_9,1,1
9_8,9,8,5,Aaron Carter_Karina Smirnoff_9,"['Aaron Carter_Karina Smirnoff_9', 'Donny Osmond_Kym Johnson_9']",Aaron Carter_Karina Smirnoff_9,Aaron Carter_Karina Smirnoff_9,Aaron Carter_Karina Smirnoff_9,Donny Osmond_Kym Johnson_9,"['Aaron Carter_Karina Smirnoff_9', 'Joanna Krupa_Derek Hough_9']",Aaron Carter_Karina Smirnoff_9,Aaron Carter_Karina Smirnoff_9,Aaron Carter_Karina Smirnoff_9,Joanna Krupa_Derek Hough_9,1,1
9_9,9,9,4,Joanna Krupa_Derek Hough_9,"['Donny Osmond_Kym Johnson_9', 'Joanna Krupa_Derek Hough_9']",Donny Osmond_Kym Johnson_9,Donny Osmond_Kym Johnson_9,Joanna Krupa_Derek Hough_9,Donny Osmond_Kym Johnson_9,"['Joanna Krupa_Derek Hough_9', 'Donny Osmond_Kym Johnson_9']",Joanna Krupa_Derek Hough_9,Donny Osmond_Kym Johnson_9,Joanna Krupa_Derek Hough_9,Donny Osmond_Kym Johnson_9,0,0
